participant,exp,task,item,status,TextGridLabel,duration,sex
p07,carrier,2,reloj,hit,o,104.62,m
p07,carrier,2,rollizo,hit,j,61.78,m
p07,carrier,2,rollizo,hit,i,78.07,m
p07,carrier,2,ropa,hit,o,79.57,m
p07,carrier,2,rueda,hit,u,90.85,m
p07,carrier,2,rueda,hit,e,116.13,m
p07,carrier,2,sella,hit,j,51.83,m
p07,carrier,2,sella,hit,a,80.85,m
p07,carrier,2,sellito,hit,j,24.37,m
p07,carrier,2,sellito,hit,i,87.65,m
p07,carrier,2,sencillez,hit,j,63.78,m
p07,carrier,2,sencillez,hit,e,97.04,m
p07,carrier,2,silla,hit,j,52.76,m
p07,carrier,2,silla,hit,a,76.28,m
p07,carrier,2,silleta,hit,j,53.2,m
p07,carrier,2,silleta,hit,e,83.62,m
p07,carrier,2,sol,hit,o,95.63,m
p07,carrier,2,taco,hit,a,120.48,m
p07,carrier,2,teclado,hit,a,75.49,m
p07,carrier,2,toalla,hit,j,33.52,m
p07,carrier,2,toalla,hit,a,51.56,m
p07,carrier,2,toller,hit,j,55.46,m
p07,carrier,2,toller,hit,e,80.64,m
p07,carrier,2,traje,hit,a,113.09,m
p07,carrier,2,tullito,hit,j,84.51,m
p07,carrier,2,tullito,hit,i,135.8,m
p07,carrier,2,tuya,hit,j,37.78,m
p07,carrier,2,tuya,hit,a,71.18,m
p07,carrier,2,tuyo,hit,j,39.3,m
p07,carrier,2,tuyo,hit,o,75.84,m
p07,carrier,2,valle,hit,j,49.43,m
p07,carrier,2,valle,hit,e,60.3,m
p07,carrier,2,vello,hit,j,52.36,m
p07,carrier,2,vello,hit,o,88.07,m
p07,carrier,2,velludo,hit,j,57.73,m
p07,carrier,2,velludo,hit,u,109.43,m
p07,carrier,2,video,hit,e,85.73,m
p07,carrier,2,video,hit,o,99.48,m
p08,carrier,1,chiaba,hit,i,155.51,f
p08,carrier,1,chiaba,hit,a,158.29,f
p08,carrier,1,costonhialo,hit,i,68.03,f
p08,carrier,1,costonhialo,hit,a,96.58,f
p08,carrier,1,crobo,hit,o,107.38,f
p08,carrier,1,falubiko,hit,i,121.92,f
p08,carrier,1,faluduako,hit,u,115.68,f
p08,carrier,1,faluduako,hit,a,143.16,f
p08,carrier,1,falufialo,hit,i,120.71,f
p08,carrier,1,falufialo,hit,a,162.45,f
p08,carrier,1,faluguato,hit,u,61.92,f
p08,carrier,1,faluguato,hit,a,132.89,f
p08,carrier,1,falukiago,hit,i,65.6,f
p08,carrier,1,falukiago,hit,a,179.97,f
p08,carrier,1,falumaisto,hit,a,97.91,f
p08,carrier,1,falumaisto,hit,i,112.69,f
p08,carrier,1,falupiro,hit,i,116.65,f
p08,carrier,1,falutarlo,hit,a,195.52,f
p08,carrier,1,falutraigo,hit,a,92.21,f
p08,carrier,1,falutraigo,hit,i,66.45,f
p08,carrier,1,farloto,hit,o,125.09,f
p08,carrier,1,flauro,hit,a,104.54,f
p08,carrier,1,flauro,hit,u,128.15,f
p08,carrier,1,lakabiaisto,hit,i,127.44,f
p08,carrier,1,lakabiaisto,hit,a,162.7,f
p08,carrier,1,lakabuaisto,hit,j,154.25,f
p08,carrier,1,lakabuaisto,hit,u,107.33,f
p08,carrier,1,lakabuaisto,hit,a,122.14,f
p08,carrier,1,lakabuaisto,hit,i,83.99,f
p08,carrier,1,lakadiaisto,hit,i,122.91,f
p08,carrier,1,lakadiaisto,hit,a,127.95,f
p08,carrier,1,lakadiaisto,hit,i,102.69,f
p08,carrier,1,lakaduaisto,hit,u,148.86,f
p08,carrier,1,lakaduaisto,hit,a,102.9,f
p08,carrier,1,lakaduaisto,hit,i,71.49,f
p08,carrier,1,lakafiaisto,hit,i,117.29,f
p08,carrier,1,lakafiaisto,hit,a,143.74,f
p08,carrier,1,lakafiaisto,hit,i,103.74,f
p08,carrier,1,lakafuaisto,hit,j,89.62,f
p08,carrier,1,lakafuaisto,hit,u,104.13,f
p08,carrier,1,lakafuaisto,hit,a,86.57,f
p08,carrier,1,lakafuaisto,hit,i,92.36,f
p08,carrier,1,lakagiaisto,hit,i,179.13,f
p08,carrier,1,lakagiaisto,hit,a,150.05,f
p08,carrier,1,lakagiaisto,hit,i,91.35,f
p08,carrier,1,lakaguaisto,hit,u,154.61,f
p08,carrier,1,lakaguaisto,hit,a,105.15,f
p08,carrier,1,lakaguaisto,hit,i,66,f
p08,carrier,1,lakakiaisto,hit,i,149.48,f
p08,carrier,1,lakakiaisto,hit,a,150.95,f
p08,carrier,1,lakakiaisto,hit,i,135.82,f
p08,carrier,1,lakakuaisto,hit,u,149.72,f
p08,carrier,1,lakakuaisto,hit,a,83.89,f
p08,carrier,1,lakakuaisto,hit,i,69.27,f
p08,carrier,1,lakapuaisto,hit,j,121.79,f
p08,carrier,1,lakapuaisto,hit,u,80.22,f
p08,carrier,1,lakapuaisto,hit,a,94.94,f
p08,carrier,1,lakapuaisto,hit,i,122.16,f
p08,carrier,1,lakatiaisto,hit,i,132.32,f
p08,carrier,1,lakatiaisto,hit,a,159.96,f
p08,carrier,1,lakatiaisto,hit,i,178.63,f
p08,carrier,1,lakatuaisto,hit,u,161.28,f
p08,carrier,1,lakatuaisto,hit,a,91.29,f
p08,carrier,1,lakatuaisto,hit,i,89.49,f
p08,carrier,1,liamo,hit,j,210.69,f
p08,carrier,1,liamo,hit,a,167.42,f
p08,carrier,1,lifro,hit,i,154.92,f
p08,carrier,1,lliape,hit,i,143.92,f
p08,carrier,1,lliape,hit,a,172.29,f
p08,carrier,1,manhiala,hit,i,87.55,f
p08,carrier,1,manhiala,hit,a,123.01,f
p08,carrier,1,matio,hit,i,189.76,f
p08,carrier,1,matio,hit,o,202.52,f
p08,carrier,1,mebochiana,hit,i,144.91,f
p08,carrier,1,mebochiana,hit,a,148.37,f
p08,carrier,1,nhiape,hit,i,190.45,f
p08,carrier,1,nhiape,hit,a,160.68,f
p08,carrier,1,pachialo,hit,i,73.95,f
p08,carrier,1,pachialo,hit,a,103.17,f
p08,carrier,1,palufaro,hit,a,164.71,f
p08,carrier,1,palufauto,hit,a,96.68,f
p08,carrier,1,palufauto,hit,u,91.66,f
p08,carrier,1,palulapi,hit,a,134,f
p08,carrier,1,paluparo,hit,a,159.52,f
p08,carrier,1,polafo,hit,a,143.87,f
p08,carrier,1,rausto,hit,a,120.4,f
p08,carrier,1,rausto,hit,u,110.2,f
p08,carrier,1,tulaifo,hit,a,95.35,f
p08,carrier,1,tulaifo,hit,i,98.78,f
